title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
ONS Wealth and Assets Survey,ons-wealth-assets-survey,"Biennial household wealth survey covering property, pensions, financial assets, and debt by age and income — 17,541 households.","The ONS Wealth and Assets Survey is a biennial longitudinal study of household wealth composition. Wave 7 (April 2020–March 2022) covered 17,541 households. Median household total wealth £293,700: property 40%, pensions 35%, financial assets 14%, physical 10%. Covers wealth inequality, asset composition by demographic, and trends across financial crisis, pandemic, and recovery periods. Available via UK Data Service with full microdata. Essential for wealth management strategy, pension fund gap analysis, and real estate market research.",Demographics,Office for National Statistics,https://www.ons.gov.uk/peoplepopulationandcommunity/personalandhouseholdfinances/incomeandwealth/bulletins/wealthingreatbritainwave7/2020to2022,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Biennial,"CSV, Excel, SPSS microdata","17,541 households (Wave 7)",2006 to 2022 (Waves 1–7),Great Britain,Free download; UK Data Service (microdata),Household_ID|string|Unique identifier;Total_Wealth|decimal|Median household wealth GBP;Property_Wealth|decimal|Net property value GBP;Pension_Wealth|decimal|Private pension GBP;Financial_Wealth|decimal|Net financial assets GBP;Age_Group|string|HRP age band;Income_Quintile|string|Income quintile,Wave 7|£293700 median|£117480 property|£102795 pensions|£41118 financial|UNKNOWN,"household wealth,pensions,financial assets,property,inequality,demographics,savings,debt,macroeconomics,wealth management",both,High,Full microdata via UK Data Service (registration required). Wave 8 expected 2024-25. Interactive tools on ONS website for aggregate analysis.
UK IPO Trademarks Register Bulk Data,uk-ipo-trademarks-bulk,"Complete UK trademark applications and registrations with owner, classification, and status — brand investment as a corporate activity signal.","Bulk download of the UK Intellectual Property Office trademark register containing all registered marks and pending applications since 1876. In tab-separated text format with applicant details, goods and services classifications (Nice Classification), registration dates, and status. Used by financial firms to track brand investment patterns, corporate IP portfolios, and market entry signals across sectors. Weekly Trade Marks Journal provides new applications and registrations. API access planned as part of One IPO transformation.",Corporate Registries,UK Intellectual Property Office (IPO),https://www.gov.uk/government/publications/ipo-trade-mark-dataset,Open Government Licence v2.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Weekly,TSV (tab-separated values),"900,000+ marks",1876 to present,United Kingdom,Free bulk download from GOV.UK,registration_number|string|Unique trademark registration ID;trade_mark|string|Registered trademark text or description;applicant_name|string|Company or individual name;goods_services|string|Nice Classification codes for goods/services;registration_date|date|Date registered;status|string|Registered/Pending/Expired/Cancelled,UNKNOWN,"trademarks,brand portfolio,ip registration,sector intelligence,market signals,competitive analysis,brand investment,corporate activity,ipo,niceclassification",api,High,API access planned 2026 as part of One IPO transformation. Weekly Trade Marks Journal published. Useful for M&A due diligence and brand concentration analysis.
UK IPO Patents Journal — Published Patent Applications,uk-ipo-patents-journal,"Weekly published UK patent applications with applicant names, IPC classifications, and abstracts — R&D and innovation tracking signal.","Weekly publication of UK patent applications and granted patents from the e-Patents Journal (March 2008 onwards). Contains publication numbers, application numbers, filing dates, applicant/inventor names, titles, abstracts, and International Patent Classification codes. Used for sector-wide R&D intelligence, competitive patent landscaping, and innovation trend identification by venture capital, growth equity, and technology-focused fund managers. XML format enables programmatic analysis at scale.",Corporate Registries,UK Intellectual Property Office (IPO),https://www.ipo.gov.uk/pro-types/pro-patent/p-os/p-find/p-ipsum.htm,Crown Copyright — open data; check publisher terms for commercial use,Weekly,"XML, PDF",UNKNOWN — thousands of applications per week,March 2008 to present,United Kingdom,Free bulk download (PDF/XML); API planned 2026,publication_number|string|Patent publication identifier;application_number|string|Original patent application number;filing_date|date|Application filing date;applicant_names|string|Patent applicant names;inventor_names|string|Inventor names;abstract_title|string|Patent title and abstract;ipc_classification|string|IPC codes,UNKNOWN,"patents,r&d,innovation,technology trends,applicant intelligence,ipc classification,competitive intelligence,venture capital,sector analysis,ipo",api,High,Bulk API access planned 2026 via One IPO transformation. Weekly XML journals from March 2008. Pair with EPO Espacenet for broader patent landscape. Useful for technology sector due diligence.
ACER REMIT — EU Wholesale Energy Transaction Data,acer-remit-transaction-data,Quarterly aggregated EU wholesale electricity and gas trading transactions via ACER CHEST — 100M+ monthly transactions from May 2025.,"ACER published its first official REMIT (Regulation on Wholesale Energy Market Integrity and Transparency) transaction data in May 2025 via the CHEST application on the AEGIS platform. Covers EU wholesale electricity and gas market transactions including counterparty IDs, volumes, prices, and product classifications. ~7.2 million daily transactions; 100+ million transactions in Q1 2025 alone. Used by energy traders, power desks, macro hedge funds with energy exposure, and regulatory compliance teams monitoring wholesale energy market manipulation.",Financial Regulation,ACER (Agency for the Cooperation of Energy Regulators),https://aegis.acer.europa.eu/chest/,ACER published data — check publisher terms,Quarterly,CSV,"7,200,000 daily; 100,000,000+ in Q1 2025",May 2025 onwards,European Union wholesale energy markets,Free via ACER CHEST on AEGIS platform,market_participant_id|string|REMIT unique identifier;counterparty_id|string|Counterparty identifier;transaction_volume|decimal|Contract volume;volume_unit|string|MWh/GWh;price_per_unit|decimal|Price;product_type|string|Electricity or gas;transaction_date|date|Date of transaction,UNKNOWN,"remit,energy trading,wholesale markets,gas,electricity,market transparency,transaction data,regulatory reporting,acer,price signals",api,High,First REMIT data release May 2025. Nine datasets covering transactions and market participants. Quarterly updates. SFTP/API access in development. Covers EU; separate UK REMIT data via OFGEM.
Bank of England Agents' Summary of Business Conditions,boe-agents-summary-business-conditions,"Quarterly qualitative and scored regional economic intelligence from 12 BoE agents across 700+ UK businesses covering wages, demand, and credit.","Monthly and quarterly qualitative and quantitative intelligence collected by Bank of England's 12 regional agents from at least 700 UK businesses covering all sectors. Published with Agents' Scores on a −5 to +5 scale for employment intentions, wage settlements, consumer demand, investment intentions, and credit conditions. Data extends from 1999. Financial firms use this for regional economic forecasting, wage inflation monitoring, and early-stage sector health assessment well before official ONS data is released.",Other,Bank of England,https://www.bankofengland.co.uk/agents-summary,Open Government Licence v3.0 — https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly (8 releases per year),"Excel, PDF, CSV",700+ business contacts per round; 12 regions,1999 to present,12 UK regions,"Free bulk download (Excel, PDF)",Period|string|Reporting quarter;Region|string|BoE regional agency;Employment_Intentions|decimal|Score -5 to +5;Wage_Settlements|decimal|Average wage growth %;Inflation_Outlook|decimal|Expected CPI trend score;Credit_Supply|decimal|Credit availability score;Consumer_Demand|decimal|Retail spending score;Sector|string|Manufacturing/services/retail/construction,2025 Q2|National|Employment intentions slightly negative|Wage settlements 3.9%|Inflation expected to ease 2026,"regional economy,agents survey,wage inflation,employment intentions,business conditions,sector intelligence,credit supply,monetary policy,qualitative data,bank of england",api,High,Agents' Scores Excel file available for download. Used alongside Decision Maker Panel surveys. 8-week interview cycles. Published concurrently with MPC meetings.
EPC Energy Performance Certificate Bulk Data,epc-energy-performance-certificates,"30M+ energy performance certificates for UK buildings with A–G ratings, recommendations, and UPRN linkage since 1995.","Comprehensive register of Energy Performance Certificates for England, Wales, and Scotland covering nearly 30 million buildings since 1995. Contains energy efficiency ratings (A–G), potential efficiency ratings, lodgement dates, UPRN-linked addresses, and assessor recommendations for improvements. Updated continuously. Financial firms use for climate transition risk analysis (brown discount/green premium), real estate portfolio decarbonisation planning, mortgage book risk assessment, and physical risk scoring under TCFD.",Real Estate,"Department for Levelling Up, Housing and Communities / MHCLG",https://epc.opendatacommunities.org/,Restrictive — Data Protection Act 2018 / GDPR compliance required; Royal Mail IP restrictions apply,Continuous,CSV,"30,000,000+",1995 to present (latest data to January 2026),"England, Wales, Scotland",API and bulk download — registration and terms acceptance required,lmk_key|string|Unique lodgement identifier;uprn|string|Unique Property Reference Number;current_energy_rating|string|A–G band;potential_energy_rating|string|Potential efficiency rating;lodgement_date|date|Date lodged on register;inspection_date|date|Inspection date;posttown|string|Postal town;recommendation_codes|string|Efficiency improvement codes,UNKNOWN,"epc,energy efficiency,building performance,property ratings,climate risk,asset valuation,tcfd,brown discount,green premium,mortgage risk",both,High,Requires account registration and DPA 2018/GDPR terms acceptance. CSVW JSON schema available. 30M+ records covering residential and commercial stock. Key input for climate stress testing under BoE/PRA scenarios.
BIS OTC Derivatives Statistics,bis-otc-derivatives-statistics,Semi-annual global OTC derivatives outstanding notional and gross market values by asset class across 12 major dealer jurisdictions.,"BIS semi-annual statistics on outstanding notional amounts and gross market values of over-the-counter derivatives contracts. Covers interest rate, foreign exchange, credit default swaps, equity, and commodity derivatives. Compiled from 12 major reporting countries covering 65 large dealers. ~2,500 time series from 1998. Essential for fixed income and FX desks monitoring derivative market concentration and systemic risk, and for macro hedge funds assessing cross-asset leverage cycles.",Financial Regulation,Bank for International Settlements (BIS),https://data.bis.org/topics/OTC_DER/data,CC0 1.0 Universal (Public Domain) — https://creativecommons.org/publicdomain/zero/1.0/,Semi-annual,"CSV, XML, JSON, SDMX","~2,500 time series",1998 to present (semi-annual),"12 major reporting jurisdictions including UK, US, France, Germany, Japan, Switzerland",Free BIS SDMX API; free bulk download,Reporting_Country|string|Country of dealer residence;Asset_Class|string|Interest rate/FX/credit/equity/commodity;Notional_Amount|decimal|Notional value outstanding USD billions;Gross_Market_Value|decimal|Current replacement cost USD billions;Counterparty_Sector|string|Reporting dealer/other fin institution/non-financial,2024 H1|Interest rate|USD 503 trillion notional|USD 6.5 trillion gross market value;2024 H1|FX|USD 131 trillion notional|USD 2.4 trillion gross market value,"otc derivatives,interest rate swaps,cds,fx forwards,notional value,gross market value,systemic risk,bis,global markets,derivatives",api,High,Regular semi-annual release covers 12 countries; triennial survey covers broader population. BIS SDMX API at data.bis.org. Critical for cross-asset leverage cycle analysis.
BIS Locational and Consolidated Banking Statistics,bis-locational-consolidated-banking-statistics,"Quarterly cross-border bank claims and liabilities by reporting country, counterparty country, currency, and sector — 43 reporting countries.","BIS Locational and Consolidated Banking Statistics track quarterly international claims and liabilities of banks resident in 43 reporting countries on counterparties in 200+ jurisdictions. Locational statistics report on-balance-sheet positions by instrument, currency, sector, and counterparty nationality; consolidated statistics cover worldwide positions net of inter-office accounts. Over 8,000 time series from 1983. Essential for global asset allocators assessing cross-border credit exposure, currency denomination risks, and sector-level international lending patterns.",Financial Regulation,Bank for International Settlements (BIS),https://data.bis.org/topics/LBS/tables-and-dashboards,CC0 1.0 Universal — https://creativecommons.org/publicdomain/zero/1.0/,Quarterly,"CSV, XML, JSON, SDMX","8,000+ time series",1983 to present (quarterly),43 reporting countries; counterparties in 200+ countries,Free BIS SDMX API; bulk download; Snowflake data marketplace,Reporting_Country|string|Country of reporting bank;Counterparty_Country|string|Country of counterparty;Currency|string|USD/EUR/JPY/GBP/CHF/local;Sector|string|Bank/non-bank financial/corporate/government;Claims_Amount|decimal|Outstanding claims USD billions;Liabilities_Amount|decimal|Outstanding liabilities USD billions,UNKNOWN,"cross-border banking,bank claims,liabilities,international exposure,currency risk,sector breakdown,consolidated banking,bis,fixed income,sovereign risk",both,High,Locational basis: residence; consolidated: worldwide positions. Non-bank sector includes hedge funds and money market funds. Also available on Snowflake Data Marketplace.
AFME European Securitisation Data,afme-european-securitisation-data,"Quarterly European securitisation issuance and outstanding by asset class: CLO, RMBS, CMBS, ABS, and SME ABS across 8+ geographies.","AFME publishes quarterly securitisation data covering European issuance and outstanding volumes segmented by CLOs, RMBS, CMBS, ABS, and SME ABs. Includes geographic breakdown (UK, Germany, France, Spain, Italy, Nordic, Pan-European) and placement statistics. Q2 2025 total European issuance: EUR 78.9 billion (49.5% placed). Pan-European CLOs led 2025 at EUR 60.5 billion YTD. Critical for macro hedge funds, structured credit desks, and fixed income allocators tracking European securitisation supply dynamics and collateral quality.",Financial Regulation,Association for Financial Markets in Europe (AFME),https://www.afme.eu/Publications/Data,AFME proprietary — public summary reports available free; raw data requires licence,Quarterly,"PDF reports, Excel data tables",600+ time series (6 asset classes × 8+ geographies × 2+ metrics),2010 to present (quarterly),Pan-European; UK; Germany; France; Spain; Italy; Nordic,Free download of quarterly PDF reports; contact AFME for raw data licence,Asset_Class|string|CLO/RMBS/CMBS/ABS/SME-ABS/WBS;Geography|string|Pan-European/UK/Germany etc;Quarter|string|YYYY-Qn format;Issuance_Volume_EUR_bn|decimal|New issuance EUR billions;Outstanding_Volume_EUR_bn|decimal|Total outstanding EUR billions;Placed_Volume_EUR_bn|decimal|Placed amount EUR billions,Q2 2025|Pan-European CLO|EUR 12.3bn issuance;Q2 2025|UK RMBS|EUR 156.3bn outstanding,"securitisation,clo,rmbs,cmbs,abs,european credit,structured finance,issuance volume,afme,credit desk",api,High,Annual summaries and quarterly reports free on AFME website. Negotiate commercial data licence for raw Excel tables. Q3 2025 report available at afme.eu. Key for CLO managers and structured credit hedge funds.
IMF World Economic Outlook Database,imf-world-economic-outlook-database,"Twice-yearly GDP, inflation, current account, and debt forecasts for 196 countries from 1980 with 2-year forward projections.","The IMF World Economic Outlook database is published twice annually (April and October) containing macroeconomic forecasts and historical data for 196 countries and regional aggregates. Covers real and nominal GDP, inflation, unemployment, government debt, current account balances, and commodity prices from 1980 with 2-year projections. ~50,000 time series. Essential for global macro hedge funds, FX desks, sovereign credit analysts, and global asset allocators monitoring growth, inflation, and fiscal risk regimes across all major economies.",Other,International Monetary Fund (IMF),https://data.imf.org/en/datasets/IMF.RES:WEO,"IMF Terms of Use — public, attribution required; https://www.imf.org/external/terms.htm",Twice yearly (April and October),"CSV, Excel, SDMX, JSON API","50,000+ time series (196 countries × 30+ indicators × 45+ years)",1980 to present; projections 2 years forward,"196 countries; regional aggregates (Advanced Economies, Emerging Markets, Sub-Saharan Africa etc.)",Free direct CSV download; IMF Data Portal API; Python weo-reader package,Country_Code|string|ISO 3-letter code;Indicator_Code|string|NGDPD/PCPIPCH/BCA/GGXWDG_NGDP etc;Year|integer|1980–2027;Value|decimal|Indicator value;Obs_Status|string|Estimate or forecast flag,GBR|NGDPD|2025|3580.2 USD bn estimate;GBR|PCPIPCH|2025|2.3% CPI inflation forecast;GBR|GGXWDG_NGDP|2025|99.1% debt to GDP,"gdp,inflation,macro forecast,sovereign debt,current account,imf,global economy,fx,emerging markets,hedge funds",api,High,October 2025 release published March 2026. Available in SDMX and CSV. Python package 'weo-reader' on PyPI. Critical for sovereign CDS pricing and FX portfolio construction.
Lloyd's of London Annual Market Results,lloyds-london-market-results,"Annual and interim Lloyd's market results: £55.5B gross written premium, combined ratio, capacity, and syndicate performance by class.","Lloyd's publishes comprehensive annual and half-year financial results including gross written premium, underwriting profits and losses, combined ratios, and capital positions. 2024 full-year: GWP £55.5 billion (+6.5% YoY), underlying combined ratio 79.1%, profit before tax £9.6 billion, solvency ratio 435%. Data segmented by class of business (marine, aviation, property, casualty, reinsurance) and individual syndicate performance. Essential for insurance-linked securities investors, catastrophe bond hedge funds, and credit analysts covering Lloyd's market participants.",Financial Regulation,Lloyd's of London,https://www.lloyds.com/financialresults,Lloyd's proprietary — public summary reports freely available; syndicate data restricted,Twice yearly (interim and full year),"PDF reports, web portal dashboards, Excel data tables",500+ syndicates; 12-15 classes of business,1990 to present (annual); 2004 to present (interim H1),"Global (Lloyd's market, predominantly UK-domiciled)",Free download of annual/interim reports; Crystal+ API platform (registered users) for syndicate data,Reporting_Period|string|Full-year or half-year;Class_Of_Business|string|Marine/Aviation/Property/Liability/Reinsurance;Syndicate_Number|integer|Syndicate ID;Gross_Written_Premium_GBP_mn|decimal|Premium in GBP millions;Combined_Ratio|decimal|Loss+expense ratio %;Underwriting_Result_GBP_mn|decimal|Underwriting profit or loss,FY 2024|Market Total|ALL|55500|86.9%|1250;FY 2024|Property|Multiple|12300|73.1%|3290,"insurance,lloyd's,gross written premium,combined ratio,underwriting,reinsurance,syndicate,ils,catastrophe bonds,insurance linked securities",api,Medium,FY 2024 published 20 March 2025. Solvency ratio 435% (vs 503% prior year). Syndicate-level data via Market Data Collections platform (confidentiality restrictions). Crystal+ API for registered users. Key for ILS and cat bond investors.
